Question,Answer
"A carpenter is tasked with building a wooden fence that is 120 meters long. Each fence post is spaced 3 meters apart, and the carpenter has already placed 12 posts. If each post takes 10 minutes to install, how many hours will it take the carpenter to complete the fence?","The total length of the fence is 120 meters, and posts are spaced every 3 meters. To find the total number of posts needed, we calculate 120 / 3 = <<120/3=40>>40 posts.
The carpenter has already placed 12 posts, so the remaining number of posts to install is 40 - 12 = <<40-12=28>>28 posts.
Each post takes 10 minutes to install, so for 28 posts, it will take 28 * 10 = <<28*10=280>>280 minutes.
To convert minutes to hours, we divide by 60. 280 minutes / 60 = <<280/60=4.67>>4.67 hours.
Rounding to the nearest whole number, it will take the carpenter <<round(4.67)=5>>5 hours to complete the fence.
#### 5"
"A train travels at an average speed of 75 kilometers per hour. It needs to cover a distance of 450 kilometers. However, due to some maintenance work on the tracks, it has to slow down to 50 kilometers per hour for 2 hours during the journey. How much time will the train take to complete the entire journey?","First, let's calculate the distance covered during the 2 hours of slower speed.
Distance covered at slower speed = 50 km/hr * 2 hours = <<50*2=100>>100 km
The remaining distance to be covered at normal speed is 450 km - 100 km = <<450-100=350>>350 km
Time taken to cover the remaining distance at normal speed = 350 km / 75 km/hr = <<350/75=4.67>>5 hours (rounded up)
Total time taken for the journey = Time at slower speed + Time at normal speed
= 2 hours + 5 hours = <<2+5=7>>7 hours
#### 7"
"Jane is planning a birthday party and wants to order pizza for her guests. Each pizza costs $12 and has 8 slices. She estimates each person will eat 3 slices. If Jane has a budget of $120 for pizza, what is the maximum number of people she can invite to her party?","Jane's budget for pizza is $120.
Each pizza costs $12, so the number of pizzas she can buy is $120 / $12 per pizza = <<120/12=10>>10 pizzas.
Each pizza has 8 slices, so 10 pizzas will have 10 * 8 = <<10*8=80>>80 slices total.
Each person is estimated to eat 3 slices.
The number of people that can be fed with 80 slices if each person eats 3 slices is 80 slices / 3 slices per person = <<80/3=26.67>>27 people (rounded up to the nearest whole number).
#### 27"
"A baker needs to make 600 cookies for a big event. He can make 50 cookies from a single batch of dough, and each batch takes him 12 minutes to prepare and 10 minutes to bake in the oven. He can make 2 batches at a time in the oven. If he works for 8 hours a day, how many days will it take him to make all the cookies needed for the event?","To make 600 cookies, the baker needs to make 600 / 50 = <<600/50=12>>12 batches of dough.
Each batch takes 12 minutes to prepare, so for 12 batches it will take 12 * 12 = <<12*12=144>>144 minutes.
He can bake 2 batches at a time, each taking 10 minutes. So for 12 batches, it will take (12 / 2) * 10 = <<(12/2)*10=60>>60 minutes in the oven.
The total time is 144 minutes for preparation + 60 minutes for baking = <<144+60=204>>204 minutes.
204 minutes is equal to 204 / 60 = <<204/60=3.4>>3.4 hours, rounded up to <<round(3.4)=4>>4 hours per day.
Since he works 8 hours a day, it will take him 4 / 8 = <<4/8=0.5>>0.5 days, rounded up to <<round(0.5)=1>>1 day to make all the cookies.
#### 1"
"A truck carrying 480 boxes of oranges is delivering the boxes to 4 grocery stores. The first store receives 1/4 of the boxes, the second store receives 1/3 of the remaining boxes, and the third store receives 1/2 of the remaining boxes. The rest of the boxes are delivered to the fourth store. How many boxes does each store receive?","The first store receives 1/4 of the 480 boxes, which is 480 / 4 = <<480/4=120>>120 boxes.
The remaining boxes after the first delivery is 480 - 120 = <<480-120=360>>360 boxes.
The second store receives 1/3 of the 360 boxes, which is 360 / 3 = <<360/3=120>>120 boxes.
The remaining boxes after the second delivery is 360 - 120 = <<360-120=240>>240 boxes.
The third store receives 1/2 of the 240 boxes, which is 240 / 2 = <<240/2=120>>120 boxes.
The remaining boxes after the third delivery is 240 - 120 = <<240-120=120>>120 boxes.
The fourth store receives the remaining 120 boxes.
In summary:
First store: 120 boxes
Second store: 120 boxes
Third store: 120 boxes 
Fourth store: 120 boxes
#### 120"
"Aiden's family is going on a road trip. Their car can travel approximately 25 miles per gallon of gas. If gas costs $3.50 per gallon and they need to travel 450 miles, how much money will Aiden's family spend on gas for the trip?","To calculate the cost, we first need to determine how many gallons of gas are needed for the 450-mile trip.
450 miles / 25 miles per gallon = <<450/25=18>>18 gallons of gas needed.
At $3.50 per gallon, the total cost for gas will be:
18 gallons * $3.50 per gallon = $<<18*3.50=63>>63
Therefore, Aiden's family will spend $63 on gas for their road trip.
#### 63"
A soda company produces a 12-pack of 12 oz cans that sells for $4.99. The same drink also comes in 20 oz bottles that are sold individually for $1.79 each. How many 12 oz cans would you have to buy to get the same amount of soda as buying seven 20 oz bottles? What is the price difference between buying the equivalent number of cans versus seven bottles?,"Seven 20 oz bottles contain a total of 7 * 20 = <<7*20=140>>140 oz of soda.  
Each 12-pack contains 12 * 12 oz = <<12*12=144>>144 oz of soda.
To determine how many 12 oz cans equal 140 oz, we calculate 140 oz / 12 oz per can = <<140/12=11.67>>11.67, which rounds up to <<round(11.67)=12>>12 cans.
Since cans are only sold in 12-packs, you would need to purchase 1 12-pack to get at least 140 oz of soda.
A 12-pack costs $4.99, while seven 20 oz bottles would cost 7 * $1.79 = $<<7*1.79=12.53>>12.53.
The price difference is $12.53 - $4.99 = $<<12.53-4.99=7.54>>7.54.
It is $7.54 cheaper to buy the 12-pack than the equivalent amount in 20 oz bottles.
#### 7.54"
"A catering company needs to provide meals for a 5-day conference with 120 attendees. Each attendee will receive 3 meals per day. The cost per meal is $8.50. If the company charges a 15% service fee on the total cost of the meals, how much will the total bill be for the conference?","There will be 120 attendees for 5 days, so the total number of attendee-days is 120 * 5 = <<120*5=600>>600 attendee-days.
Each attendee receives 3 meals per day, so the total number of meals needed is 600 * 3 = <<600*3=1800>>1800 meals.
At $8.50 per meal, the total cost of the meals is 1800 * $8.50 = $<<1800*8.50=15300>>15,300.
The 15% service fee on $15,300 is 0.15 * $15,300 = $<<0.15*15300=2295>>2,295.
The total bill will be the cost of the meals plus the service fee: $15,300 + $2,295 = $<<15300+2295=17595>>17,595.
#### 17595"
A store sells apples in bags of 12. Each bag costs $6. Emma buys 5 bags of apples and gives the cashier a $50 bill. How many dollars should Emma receive in change?,"Emma buys 5 bags of apples. Each bag costs $6.
So for 5 bags, the total cost is 5 * $6 = $<<5*6=30>>30. 
Emma gives the cashier a $50 bill.
Her change should be $50 - $30 = $<<50-30=20>>20.
#### 20"
"A restaurant has 3 bottles of olive oil. Each bottle contains 750 milliliters of oil. If each dish on the menu requires 50 milliliters of olive oil to prepare, how many dishes can the restaurant make with the available olive oil?","The restaurant has 3 bottles of olive oil, each containing 750 milliliters.
The total amount of olive oil available is 3 * 750 = <<3*750=2250>>2250 milliliters.
Each dish requires 50 milliliters of olive oil to prepare.
The number of dishes the restaurant can make is 2250 / 50 = <<2250/50=45>>45 dishes.
#### 45"
"A cargo ship can carry 150 tons of goods. It takes 45 minutes to load 15 tons of goods onto the ship. If the ship needs to be fully loaded and depart in 6 hours, how many minutes ahead of departure should they start loading?","The ship can carry a total of 150 tons of goods.
It takes 45 minutes to load 15 tons.
This means it takes 45 / 15 = <<45/15=3>>3 minutes to load 1 ton.
To load 150 tons, it will take 150 * 3 = <<150*3=450>>450 minutes.
6 hours is equal to 6 * 60 = <<6*60=360>>360 minutes.
To be fully loaded and ready to depart in 6 hours, they need to start loading 450 - 360 = <<450-360=90>>90 minutes ahead of departure.
#### 90"
"A factory produces 720 computer chips per day. The chips are packed into boxes, each holding 90 chips. The factory operates 5 days per week. What is the total number of boxes filled in 12 weeks?","In one day, the factory produces enough chips to fill 720 / 90 = <<720/90=8>>8 boxes.
In one week (5 working days), the factory fills 8 * 5 = <<8*5=40>>40 boxes.
In 12 weeks, the total number of boxes filled is 40 * 12 = <<40*12=480>>480 boxes.
#### 480"
"A factory produces 120 smartphones per hour. Each smartphone requires 2 microchips, 1 battery, and 4 screws. If the factory has 5000 microchips, 3000 batteries, and 10000 screws in stock, what is the maximum number of complete smartphones that can be produced with these parts?","The factory can produce 5000 / 2 = <<5000/2=2500>>2500 smartphones with the available microchips.
The factory can produce 3000 / 1 = <<3000/1=3000>>3000 smartphones with the available batteries.
The factory can produce 10000 / 4 = <<10000/4=2500>>2500 smartphones with the available screws.
The limiting factor is the microchips and screws, which allow for 2500 smartphones to be produced.
Therefore, the maximum number of complete smartphones that can be produced with these parts is 2500.
#### 2500"
"A ferry boat can carry a maximum of 80 passengers per trip. If the ferry makes 6 trips per day and each passenger pays a fare of $3.50, how much revenue will the ferry generate in 5 days if it operates at 90% capacity?","The ferry can carry 80 passengers per trip, but it's operating at 90% capacity.
So, 80 * 0.90 = <<80*0.90=72>>72 passengers are on each trip.
The ferry makes 6 trips per day, so 72 * 6 = <<72*6=432>>432 passengers are carried per day.
Each passenger pays $3.50, so the daily revenue is 432 * $3.50 = $<<432*3.50=1512>>1,512.
Over 5 days, the total revenue will be $1,512 * 5 = $<<1512*5=7560>>7,560.
#### 7560"
"A recipe for chocolate chip cookies requires 2 1/4 cups of flour. Martin wants to make a big batch of cookies for a bake sale, so he decides to triple the recipe. If his measuring cup only measures in 1/3 cup increments, how many 1/3 cups of flour will he need to make his big batch of cookies?","To find the total amount of flour needed, we first need to convert 2 1/4 cups to 1/3 cups.
2 1/4 cups = 2 * 3/3 + 1/4 = 6/3 + 1/4 = 6/3 + 1/3 * 1/4 = 6/3 + 1/12 = 18/12 + 1/12 = <<18/12+1/12=19/12>>19/12 cups
19/12 cups = 19 * 1/3 / (12 * 1/3) = 19/4 = <<19/4=4.75>>4 3/4 cups
Since Martin is tripling the recipe, he will need 4 3/4 * 3 = <<4.75*3=14.25>>14 1/4 cups of flour.
When converting to 1/3 cup measurements:
14 1/4 = 14 * 3/3 + 1/4 = 42/3 + 1/4 = 42/3 + 1/3 * 1/4 = 42/3 + 1/12 = 126/12 + 1/12 = <<126/12+1/12=127/12>>127/12
127/12 = 127 * 1/3 / (12 * 1/3) = 127/4 = <<127/4=31.75>>31 3/4 1/3-cup measurements.
Rounded to the nearest whole number, Martin will need <<round(31.75)=32>>32 1/3 cups of flour to make his big batch of cookies.
#### 32"
"A train leaves New York and heads to Chicago at an average speed of 60 miles per hour. Another train leaves Chicago 3 hours later and heads to New York on the same route at an average speed of 80 miles per hour. If the distance between the two cities is 720 miles, how many hours after the first train departed New York will the two trains meet?","Let's call the time they meet t hours after the first train left New York. At that time, the first train will have traveled 60t miles.
The second train leaves 3 hours later, so at the meeting time it will have traveled for t-3 hours. Its distance traveled will be 80(t-3) miles.
The sum of these distances should be 720 miles:
60t + 80(t-3) = <<60*t+80*(t-3)=140*t-240>>720
140t - 240 = 720
140t = <<720+240=960>>960
t = 960/140 = <<960/140=6.857142857142857>>6.86 hours (rounded to 6 hours)
The trains will meet 6 hours after the first train left New York.
#### 6"
"A cake recipe calls for 2 1/4 cups of flour. If William wants to make 5 cakes for a bake sale, how many cups of flour will he need in total?","To calculate the total cups of flour needed, we multiply the number of cups per cake by the number of cakes William wants to make.
2.25 cups/cake * 5 cakes = <<2.25*5=11.25>>11.25 cups
Since we can't measure 0.25 cups of flour easily, we should round up to ensure we have enough.
11.25 cups rounded up to the nearest whole number is <<round(11.25)=12>>12 cups.
William will need 12 cups of flour to make 5 cakes.
#### 12"
"A bakery uses 2.5 cups of flour to make a dozen cupcakes. They have 30 cups of flour available. Assuming they sell each cupcake for $2 and the only cost is the flour at $0.50 per cup, how much profit will they make if they sell all the cupcakes they can make with the available flour?","30 cups of flour can make 30 / 2.5 = <<30/2.5=12>>12 dozen cupcakes.
12 dozen cupcakes equals 12 * 12 = <<12*12=144>>144 cupcakes.
144 cupcakes sold at $2 each will generate revenue of 144 * $2 = $<<144*2=288>>288.
The flour costs $0.50 per cup, so 30 cups cost 30 * $0.50 = $<<30*0.50=15>>15.
If all cupcakes are sold, the profit will be the revenue minus the flour cost: $288 - $15 = $<<288-15=273>>273.
#### 273"
"A family is planning a road trip from Dallas, Texas to Miami, Florida, which is approximately 1,970 kilometers. Their car consumes an average of 9.4 liters of gasoline per 100 kilometers. If the price of gasoline is $0.93 per liter, how much money will the family spend on gasoline for the round trip?","The total distance for the round trip is 1,970 * 2 = <<1970*2=3940>>3,940 kilometers.
The car consumes 9.4 liters per 100 kilometers, so for 3,940 kilometers it will consume (3,940 / 100) * 9.4 = <<(3940/100)*9.4=370.36>>370.36 liters.
The total cost of gasoline for the round trip will be 370.36 * $0.93 = $<<370.36*0.93=344.4348>>344.43.
Rounding to the nearest whole number, the family will spend $<<round(344.4348)=344>>344 on gasoline for the round trip.
#### 344"
"Aiden is training for a marathon. He ran 5 kilometers on Monday, 8 kilometers on Wednesday, and 12 kilometers on Friday. If he wants to run a total of 42 kilometers per week, how many more kilometers does he need to run during the weekend?","Aiden ran 5 + 8 + 12 = <<5+8+12=25>>25 kilometers so far this week.
He wants to run a total of 42 kilometers.
To find the remaining distance, we subtract the distance he has run from his goal: 42 - 25 = <<42-25=17>>17 kilometers.
Aiden needs to run 17 more kilometers during the weekend to reach his weekly goal of 42 kilometers.
#### 17"
"Sofia is baking cookies for a school fundraiser. She has 12.5 pounds of cookie dough, and each cookie requires 0.25 pounds of dough. If she packages the cookies in boxes of 8, how many complete boxes can she fill?","To find the number of cookies Sofia can make, we need to divide the total amount of dough by the amount needed per cookie.
12.5 pounds / 0.25 pounds per cookie = <<12.5/0.25=50>>50 cookies
Since she is packaging the cookies in boxes of 8, we need to find how many complete boxes she can fill.
50 cookies / 8 cookies per box = <<50/8=6.25>>6.25 boxes
However, she can only fill complete boxes, so she can fill <<floor(6.25)=6>>6 boxes.
#### 6"
"A construction crew is building a new road that will be 12 miles long. They have already completed 7.5 miles of the road. If they can build 0.25 miles of road per day, how many more days will it take them to finish the remaining portion of the road?","The total length of the road is 12 miles.
The crew has already completed 7.5 miles of the road.
The remaining length to be built is 12 - 7.5 = <<12-7.5=4.5>>4.5 miles.
The crew can build 0.25 miles per day.
To calculate the number of days needed, we divide the remaining length by the daily progress: 4.5 miles / 0.25 miles per day = <<4.5/0.25=18>>18 days.
#### 18"
"A bakery uses 2.5 pounds of flour to make a batch of 18 muffins. If the bakery has 37.5 pounds of flour available, and each muffin is sold for $2, how much revenue will the bakery generate from selling all the muffins they can make with the available flour?","With 2.5 pounds of flour needed for each batch of 18 muffins, we can calculate the number of batches the bakery can make with 37.5 pounds of flour:
37.5 pounds / 2.5 pounds per batch = <<37.5/2.5=15>>15 batches
Each batch makes 18 muffins, so the total number of muffins that can be made is:
15 batches * 18 muffins per batch = <<15*18=270>>270 muffins
Since each muffin is sold for $2, the total revenue generated from selling all 270 muffins is:
270 muffins * $2 per muffin = $<<270*2=540>>540
#### 540"
"Isaac is planning a barbecue party and wants to grill some delicious burgers. Each package of burger buns contains 8 buns and costs $2.49. He estimates that each person will eat 3 burgers. If he invites 12 friends, how much will he need to spend on burger buns?","Isaac invited 12 friends, and he estimates each person will eat 3 burgers. So the total number of burgers needed is 12 * 3 = <<12*3=36>>36 burgers.
Since each package contains 8 buns, he will need 36 / 8 = <<36/8=4.5>>5 packages of buns (rounding up to the nearest whole number).
Each package costs $2.49, so for 5 packages, the total cost will be 5 * $2.49 = $<<5*2.49=12.45>>12.45.
Therefore, Isaac will need to spend $12.45 on burger buns for his barbecue party.
#### 12"
"A water tank has a height of 6 meters and a radius of 2.5 meters. The tank is currently filled to 80% of its capacity. If water is being pumped out at a rate of 250 liters per minute, how many hours will it take to empty the tank?","The volume of a cylinder is given by the formula V = πr^2h. 
The tank's volume is V = 3.14 * 2.5^2 * 6 = <<3.14*2.5^2*6=117.75>>117.75 cubic meters.
Since 1 cubic meter = 1000 liters, the tank's volume is 117.75 * 1000 = <<117.75*1000=117750>>117,750 liters.
The tank is currently filled to 80% capacity, so the amount of water in the tank is 0.8 * 117,750 = <<0.8*117750=94200>>94,200 liters.
The water is being pumped out at a rate of 250 liters per minute. To convert this to liters per hour, we multiply by 60 minutes: 250 * 60 = <<250*60=15000>>15,000 liters per hour.
To find the time needed to empty the tank, we divide the amount of water by the rate: 94,200 / 15,000 = <<94200/15000=6.28>>6.28 hours.
Rounding to the nearest whole number, it will take approximately <<round(6.28)=6>>6 hours to empty the tank.
#### 6"
"A construction project is estimated to take 36 days with a crew of 8 workers. If the project manager wants to complete the project in 24 days instead, how many additional workers will be needed, assuming each worker contributes equally?","The original plan was to complete the project in 36 days with 8 workers. This means the project requires a total of 36 * 8 = <<36*8=288>>288 worker-days of labor.
To complete the project in 24 days, the total worker-days of labor remains the same at 288.
With the shortened timeline of 24 days, the number of workers needed is 288 worker-days / 24 days = <<288/24=12>>12 workers.
Since the original crew had 8 workers, the number of additional workers needed is 12 - 8 = <<12-8=4>>4 workers.
#### 4"
"A grocery store is having a sale on canned goods. Each can of corn costs $0.75, and each can of green beans costs $0.80. If Julia wants to buy a total of 24 cans and spend exactly $20, how many cans of each type should she purchase?","Let's define variables:
c = number of cans of corn
g = number of cans of green beans
We know the total number of cans is 24, so:
c + g = <<c+g=24>>24
We also know the total cost is $20, so:
0.75c + 0.80g = <<0.75c+0.80g=20>>20
Solving the first equation for g:
g = 24 - c
Substituting this into the second equation:
0.75c + 0.80(24 - c) = 20
0.75c + 19.20 - 0.80c = 20
0.75c - 0.80c = 20 - 19.20
-0.05c = 0.80
c = 0.80 / -0.05 = <<0.80/-0.05=-16>>-16
Since a negative number of cans doesn't make sense, we know Julia should buy 0 cans of corn.
Substituting c = 0 into the first equation:
0 + g = 24
g = <<24-0=24>>24
Therefore, Julia should buy 0 cans of corn and 24 cans of green beans.
#### 0 24"
"A recipe for chocolate chip cookies calls for 2 1/4 cups of flour to make 36 cookies. If Olivia wants to make 108 cookies for a bake sale, how many cups of flour will she need?","We know that 2 1/4 cups of flour makes 36 cookies.
To find out how many cups of flour are needed for 108 cookies, we can set up a proportion:
2 1/4 cups / 36 cookies = x cups / 108 cookies
Cross multiply: 36x = 2.25 * 108
Solve for x: x = (2.25 * 108) / 36
x = 243 / 36 = <<243/36=6.75>>6.75 cups
So, Olivia will need 6.75 cups of flour to make 108 cookies.
#### 7"
"Roger wants to plan a summer road trip from Seattle, Washington to Miami, Florida. The total driving distance is approximately 5,300 kilometers. He has decided to drive an average of 480 kilometers per day. If he takes a 2-day break in New Orleans to rest, how many days will it take Roger to complete his road trip?","Roger is driving a total of 5,300 kilometers from Seattle to Miami.
He plans to drive 480 kilometers each day, so 5,300 km / 480 km/day = <<5300/480=11.04166667>>11 days of driving.
Since he is taking a 2-day break in New Orleans, the total trip duration will be 11 + 2 = <<11+2=13>>13 days.
#### 13"
"A glass factory packages drinking glasses into boxes. Each box contains 8 rows with 12 glasses in each row. If the factory ships out 7200 glasses per day, how many full boxes do they ship per week if they operate 5 days a week?","Each box contains 8 * 12 = <<8*12=96>>96 glasses.
The factory ships 7200 glasses per day.
The number of full boxes shipped per day is 7200 / 96 = <<7200/96=75>>75 boxes.
In a 5-day work week, the factory will ship 75 * 5 = <<75*5=375>>375 full boxes.
#### 375"
"A local charity is holding a fundraiser where participants will be walking laps around a track. The track is 400 meters long, and the goal is for the group to collectively walk a total of 50 kilometers. If they have 25 participants and each participant walks at an average speed of 5 minutes per lap, how many minutes will it take for the group to reach their 50-kilometer goal?","50 kilometers is equal to 50,000 meters, since 1 kilometer = 1,000 meters.
To calculate the number of laps needed: 50,000 meters / 400 meters per lap = <<50000/400=125>>125 laps.
Since there are 25 participants, each participant needs to walk 125 laps / 25 participants = <<125/25=5>>5 laps.
At a pace of 5 minutes per lap, each participant will take 5 laps * 5 minutes/lap = <<5*5=25>>25 minutes.
Therefore, it will take the group 25 minutes to collectively walk 50 kilometers.
#### 25"
"A construction company needs to pour a concrete slab that is 24 feet long, 16 feet wide, and 6 inches thick. The concrete mix they are using costs $108 per cubic yard. How much will it cost for the concrete needed to pour this slab?","First, we need to calculate the volume of the slab in cubic feet. The slab is 24 feet long, 16 feet wide, and 6 inches (0.5 feet) thick.
Volume = length * width * thickness
Volume = 24 feet * 16 feet * 0.5 feet = <<24*16*0.5=192>>192 cubic feet
Now, we need to convert cubic feet to cubic yards, as the concrete is priced per cubic yard. There are 27 cubic feet in 1 cubic yard.
Volume in cubic yards = 192 cubic feet ÷ 27 cubic feet per cubic yard = <<192/27=7.111111111111111>>7.11 cubic yards
We round this up to <<round(7.111111111111111)=8>>8 cubic yards to ensure we have enough concrete.
At a cost of $108 per cubic yard, the total cost will be:
Total cost = 8 cubic yards * $108 per cubic yard = $<<8*108=864>>864
#### 864"
"A railway company charges $15 for every 5 miles traveled. If a passenger paid $120 for a train ride, how many more miles could they travel with an additional $60?","The passenger paid $120 for the train ride. 
Since the company charges $15 for every 5 miles, we can calculate the number of miles the passenger traveled.
$120 / $15 per 5 miles = <<120/15=8>>8 sets of 5 miles
8 sets of 5 miles = 8 * 5 miles = <<8*5=40>>40 miles traveled
With an additional $60, the passenger could travel:
$60 / $15 per 5 miles = <<60/15=4>>4 more sets of 5 miles
4 sets of 5 miles = 4 * 5 miles = <<4*5=20>>20 additional miles
#### 20"
"A recipe for chocolate chip cookies requires 2 1/4 cups of flour. If Amelia wants to make a triple batch of these cookies, how many cups of flour will she need? Assume she has a measuring cup that can handle fractional amounts.","For a single batch, the recipe requires 2 1/4 cups of flour.
To calculate the amount for 3 batches, we multiply:
3 * 2 1/4 = 3 * 2.25 = <<3*2.25=6.75>>6.75 cups of flour
Therefore, to make a triple batch of chocolate chip cookies, Amelia will need 6.75 cups of flour.
#### 7"
"A factory produces 150 smartphones per day. Each smartphone requires 2 hours of assembly time and 1 hour of quality control testing. The factory operates for 8 hours per day, 5 days a week. How many weeks will it take to produce an order of 6000 smartphones?","The factory can produce 150 smartphones per day, which means it takes 150 * 3 = <<150*3=450>>450 hours to produce the smartphones each day.
In an 8-hour workday, the factory can dedicate 450 / 8 = <<450/8=56.25>>56 hours to smartphone production (rounded down to nearest whole number).
This means the factory can actually produce 56 / 3 = <<56/3=18.67>>18 smartphones per day (rounded down to nearest whole number).
In a 5-day work week, the factory can produce 18 * 5 = <<18*5=90>>90 smartphones.
To produce 6000 smartphones, it will take 6000 / 90 = <<6000/90=66.67>>67 weeks (rounded up to nearest whole number).
#### 67"
"A factory produces 540 meters of fabric per day. If 15% of the fabric produced is defective and needs to be discarded, how many days will it take for the factory to produce 4,590 meters of good quality fabric?","The factory produces 540 meters of fabric per day, but 15% of it is defective.
Amount of defective fabric per day = 15% of 540 = 0.15 * 540 = <<0.15*540=81>>81 meters
Amount of good quality fabric produced per day = 540 - 81 = <<540-81=459>>459 meters
To produce 4,590 meters of good quality fabric, it will take 4,590 / 459 = <<4590/459=10>>10 days
#### 10"
"A construction company is building a new skyscraper. They have already completed 18 floors, with each floor taking 6 days to construct. If the skyscraper is planned to have 60 floors in total, and the company works 5 days a week, how many weeks will it take to finish the remaining floors?","The skyscraper will have 60 - 18 = <<60-18=42>>42 floors remaining to be constructed.
Each floor takes 6 days to construct, so 42 floors will take 42 * 6 = <<42*6=252>>252 days.
The company works 5 days per week, so it will take 252 / 5 = <<252/5=50.4>>50 weeks to complete the remaining 42 floors.
#### 50"
A marathon is 26.2 miles long. Kelly has been training for a marathon and can currently run 5 miles per day. She plans to increase her daily mileage by 0.5 miles each week. How many weeks will it take for Kelly to be able to run the full marathon distance in a single day?,"Kelly currently runs 5 miles per day.
To run a marathon, she needs to be able to run 26.2 miles in a day.
She needs to increase her daily mileage by 26.2 - 5 = <<26.2-5=21.2>>21.2 miles.
Since she increases her daily mileage by 0.5 miles each week, it will take her 21.2 miles / 0.5 miles per week = <<21.2/0.5=42.4>>42.4 weeks.
Rounding to the nearest whole number, it will take Kelly <<round(42.4)=42>>42 weeks of training to be able to run the full marathon distance in a single day.
#### 42"
"A construction company needs to transport 8,500 pounds of building materials to a job site. They have three trucks available: Truck A can carry 2,800 pounds per trip, Truck B can carry 3,200 pounds per trip, and Truck C can carry 4,000 pounds per trip. If each truck can only make one trip, what is the minimum number of trucks needed to transport all the building materials in a single trip?","Truck A can carry 2,800 pounds per trip.
Truck B can carry 3,200 pounds per trip. 
Truck C can carry 4,000 pounds per trip.
If we use Truck C, we will have 8,500 - 4,000 = <<8500-4000=4500>>4,500 pounds remaining.
If we then use Truck B, we will have 4,500 - 3,200 = <<4500-3200=1300>>1,300 pounds remaining.
Since 1,300 pounds is less than Truck A's capacity of 2,800 pounds, we can use Truck A for the remaining load.
Therefore, the minimum number of trucks needed to transport all 8,500 pounds of building materials in a single trip is <<1+1+1=3>>3 trucks.
#### 3"
"Frank's Electronics Store is having a big sale. It is offering a 20% discount on the first $500 spent, a 30% discount on the next $500 spent, and a 40% discount on any amount spent over $1000. Debra purchased a new television for $899 and a sound system for $599. How much did Debra save with the sale's discount structure?","Debra's total purchase amount is $899 + $599 = $<<899+599=1498>>1498.
On the first $500, she gets a 20% discount. 20% of $500 is 0.2 * $500 = $<<0.2*500=100>>100 off.
On the next $500, she gets a 30% discount. 30% of $500 is 0.3 * $500 = $<<0.3*500=150>>150 off.
On the remaining 1498 - 1000 = <<1498-1000=498>>$498, she gets a 40% discount. 40% of $498 is 0.4 * $498 = $<<0.4*498=199>>199.20, which rounds to $<<round(199.20)=199>>199 off.
In total, Debra saved $100 + $150 + $199 = $<<100+150+199=449>>449 with the sale's discount structure.
#### 449"
"A factory produces 420 smartphones every 7 hours. Each hour, the factory uses 12 kilograms of raw materials. If the factory has 1080 kilograms of raw materials in stock, how many complete 7-hour shifts can the factory run before running out of raw materials?","The factory uses 12 kilograms of raw materials per hour.
In a 7-hour shift, the factory will use 12 * 7 = <<12*7=84>>84 kilograms of raw materials.
The factory has 1080 kilograms of raw materials in stock.
The number of complete 7-hour shifts the factory can run is 1080 / 84 = <<1080/84=12.857142857142858>>12 shifts.
#### 12"
"A food truck sells burgers and fries. Each burger requires 0.25 lbs of ground beef and each serving of fries requires 0.2 lbs of potatoes. The food truck has 15 lbs of ground beef and 12 lbs of potatoes. If they sell each burger and fries combo for $8, what is the maximum revenue they can generate with their current supplies?","With 15 lbs of ground beef and each burger requiring 0.25 lbs, they can make 15 / 0.25 = <<15/0.25=60>>60 burgers.
With 12 lbs of potatoes and each serving of fries requiring 0.2 lbs, they can make 12 / 0.2 = <<12/0.2=60>>60 servings of fries.
Since each combo includes 1 burger and 1 serving of fries, they are limited by the 60 burgers they can make with the ground beef.
If they sell all 60 burger and fries combos at $8 each, their maximum revenue will be 60 * $8 = $<<60*8=480>>480.
#### 480"
"A shipping company charges a flat rate of $50 for the first 20 pounds of a package, and an additional $3 for each pound over 20 pounds. If a package weighs 37 pounds, how much more would it cost to ship compared to a 20-pound package?","The cost for the first 20 pounds is a flat rate of $<<50>>50.
The package weighs 37 - 20 = <<37-20=17>>17 pounds over the initial 20 pounds.
The additional cost for the extra weight is 17 * $3 = $<<17*3=51>>51.
The total shipping cost for the 37-pound package is $50 + $51 = $<<50+51=101>>101.
The cost for a 20-pound package is the flat rate of $<<50>>50.
The additional cost for the 37-pound package compared to the 20-pound package is $101 - $50 = $<<101-50=51>>51.
#### 51"
