Question,Answer
"A cyclist pedals at a rate of 12 miles per hour for 3 hours before taking a 30-minute break. After the break, she continues cycling at a slightly slower pace of 10 miles per hour for another 2 hours. What is the total distance the cyclist covered?","In the first 3 hours, the cyclist traveled 12 miles per hour * 3 hours = <<12*3=36>>36 miles.
After the break, she cycled at 10 miles per hour for 2 hours, covering 10 miles per hour * 2 hours = <<10*2=20>>20 miles.
The total distance the cyclist covered is 36 miles + 20 miles = <<36+20=56>>56 miles.
#### 56"
"A delivery truck makes 3 stops per hour and spends 12 minutes at each stop. The truck travels at an average speed of 40 miles per hour between stops. After 4 hours, how many total miles has the truck traveled?","The truck spends 12 minutes * 3 stops = <<12*3=36>>36 minutes stopped each hour.
This leaves 60 - 36 = <<60-36=24>>24 minutes of travel time per hour.
24 minutes is <<24/60=0.4>>0.4 hours.
In 0.4 hours, the truck travels 40 miles per hour * 0.4 hours = <<40*0.4=16>>16 miles.
After 4 hours, the truck has traveled 16 miles per hour * 4 hours = <<16*4=64>>64 total miles.
#### 64"
Maria's car gets 25 miles per gallon of gas in the city and 32 miles per gallon on the highway. She has a 15 gallon gas tank that is 1/3 full. Maria needs to drive 140 miles in the city and 96 miles on the highway to reach her destination. How many more gallons of gas does she need to buy to complete the trip without stopping to refuel?,"Maria's car can go 25 * 15 * (1/3) = <<25*15*(1/3)=125>>125 miles on the gas currently in the tank when driving in the city.
In the city, Maria still needs to drive 140 - 125 = <<140-125=15>>15 miles, which will take 15 / 25 = <<15/25=0.6>>1 gallon of gas.
On the highway, Maria needs to drive 96 miles, which will take 96 / 32 = <<96/32=3>>3 gallons of gas.
In total, Maria needs 1 + 3 = <<1+3=4>>4 more gallons of gas to complete the trip without stopping to refuel.
#### 4"
"A factory produces 120 toys per hour. After 3 hours, the factory increases its production rate to 150 toys per hour for the next 5 hours. How many more toys does the factory produce in the last 5 hours compared to the first 3 hours?","In the first 3 hours, the factory produces 120 toys per hour * 3 hours = <<120*3=360>>360 toys.
In the last 5 hours, the factory produces 150 toys per hour * 5 hours = <<150*5=750>>750 toys.
The factory produces 750 - 360 = <<750-360=390>>390 more toys in the last 5 hours compared to the first 3 hours.
#### 390"
"A pizza delivery driver must make 4 deliveries. The first trip takes 12 minutes, the second takes 9 minutes, and the third takes 15 minutes. If the driver needs to be back at the pizza shop in exactly one hour from when they left, how many minutes can the driver spend on the fourth delivery and the drive back to the shop combined?","The driver spends 12 + 9 + 15 = <<12+9+15=36>>36 minutes on the first three deliveries.
One hour is 60 minutes, so the driver has 60 - 36 = <<60-36=24>>24 minutes remaining.
Therefore, the driver can spend 24 minutes on the fourth delivery and the drive back to the shop combined.
#### 24"
"A car is traveling at a speed of 45 miles per hour. After driving for 2 hours, the driver stops for a 30-minute break. The driver then continues for another 3 hours at a reduced speed of 40 miles per hour. How many total miles did the car travel?","In the first 2 hours, the car traveled at 45 miles per hour, covering 45 * 2 = <<45*2=90>>90 miles.
After the 30-minute break, the car traveled for 3 hours at 40 miles per hour, covering 40 * 3 = <<40*3=120>>120 miles.
In total, the car traveled 90 + 120 = <<90+120=210>>210 miles.
#### 210"
A painting crew can paint a house in 12 hours. They start at 7:30 AM and take a 30 minute lunch break at noon and a 15 minute break at 3:00 PM. At what time will they finish painting the house?,"The crew starts painting at 7:30 AM. 
They paint for 4.5 hours until their 30 minute lunch break at 12:00 PM, so the time is now 12:30 PM with 7.5 hours of painting left.
They paint for another 2.5 hours until their 15 minute break at 3:00 PM, so the time is now 3:15 PM with 5 hours of painting left. 
They will finish the remaining 5 hours of painting at 3:15 PM + 5 hours = <<3+5=8>>8:15 PM.
#### 8:15 PM"
"A factory producing stuffed animals can assemble 120 teddy bears in 3 hours when running at full capacity. During the first 2 hours, the factory operates at 75% capacity, and for the final hour, it operates at 90% capacity. How many teddy bears are produced in total during this 3-hour period?","At full capacity, the factory produces 120 teddy bears in 3 hours, which means it can produce 120/3 = <<120/3=40>>40 teddy bears per hour.
During the first 2 hours at 75% capacity, the factory produces 40 * 0.75 = <<40*0.75=30>>30 teddy bears per hour.
In total, for the first 2 hours, the factory produces 30 * 2 = <<30*2=60>>60 teddy bears.
During the final hour at 90% capacity, the factory produces 40 * 0.90 = <<40*0.9=36>>36 teddy bears.
In total, the factory produces 60 + 36 = <<60+36=96>>96 teddy bears during the 3-hour period.
#### 96"
"A construction crew is building a new skyscraper. The first week, they build at a rate of 10 feet per day. The second week, their rate increases to 15 feet per day. If the skyscraper needs to be 350 feet tall and they work 5 days per week, how many days in total will it take them to complete the skyscraper?","In the first week, the crew builds 10 feet per day * 5 days = <<10*5=50>>50 feet.
In the second week, the crew builds 15 feet per day * 5 days = <<15*5=75>>75 feet per week.
After 2 weeks, they have built 50 + 75 = <<50+75=125>>125 feet.
The remaining height to build is 350 - 125 = <<350-125=225>>225 feet.
At the rate of 75 feet per week, it will take them 225 / 75 = <<225/75=3>>3 more weeks to complete the remaining 225 feet.
3 weeks * 5 days per week = <<3*5=15>>15 more days.
In total, it will take them 2 weeks (10 days) + 3 weeks (15 days) = <<10+15=25>>25 days to complete the 350-foot skyscraper.
#### 25"
"Abby's train ride to work takes 45 minutes one way. She spends 8 hours at work, then takes a train back home. If she arrives at the train station at 7:30 AM, what time will she get home, assuming the trains are always on schedule?","Abby's train ride takes 45 minutes one way, so her total travel time is 45 * 2 = <<45*2=90>>90 minutes, or 1 hour and 30 minutes.
She arrives at the train station at 7:30 AM and spends 45 minutes on the train, arriving at work at 7:30 AM + 45 minutes = <<7:30+0:45=8:15>>8:15 AM.
After spending 8 hours at work, she leaves at 8:15 AM + 8 hours = <<8:15+8:00=16:15>>4:15 PM.
She then takes a 45-minute train ride back home, arriving at 4:15 PM + 45 minutes = <<16:15+0:45=17:00>>5:00 PM.
#### 5:00 PM"
"A factory produces 120 toy cars per hour. Each toy car needs to go through a 3-stage quality check, which takes 12 minutes per stage. If the factory runs for 8 hours a day, how many more minutes are needed to complete the quality checks for all the toy cars produced in a day?","The factory produces 120 * 8 = <<120*8=960>>960 toy cars per day.
Each toy car needs 12 * 3 = <<12*3=36>>36 minutes for the quality check.
To check all 960 toy cars, it would take 960 * 36 = <<960*36=34560>>34560 minutes.
There are 8 * 60 = <<8*60=480>>480 minutes in 8 hours.
So, an additional 34560 - 480 = <<34560-480=34080>>34080 minutes are needed to complete the quality checks for all the toy cars produced in a day.
#### 34080"
"A delivery truck leaves the warehouse traveling at a speed of 45 miles per hour. After driving for 2 hours, the driver takes a 30 minute break. The driver then continues for another 3 hours, but due to traffic, the average speed is reduced to 30 miles per hour. What is the total distance driven by the delivery truck?","In the first leg, the truck travels at 45 miles per hour for 2 hours, covering a distance of 45 * 2 = <<45*2=90>>90 miles.
After the 30 minute break, the truck travels for 3 more hours at a reduced speed of 30 miles per hour, covering 30 * 3 = <<30*3=90>>90 miles. 
The total distance driven by the delivery truck is 90 + 90 = <<90+90=180>>180 miles.
#### 180"
"A factory produces widgets at a rate of 120 per hour. After 3 hours of production, the machine breaks down and takes 30 minutes to repair. It then resumes production at a reduced rate of 100 widgets per hour for the next 2 hours. How many widgets were produced in total during this 6-hour period?","In the first 3 hours, the factory produced 120 * 3 = <<120*3=360>>360 widgets.
The machine was then down for 30 minutes, which is 0.5 hours.
In the last 2 hours, the factory produced 100 * 2 = <<100*2=200>>200 widgets.
The total time was 3 + 0.5 + 2 = <<3+0.5+2=5.5>>5.5 hours.
The total number of widgets produced was 360 + 200 = <<360+200=560>>560.
#### 560"
"A factory produces 500 widgets per hour. If the factory operates for 8 hours per day, and a widget sells for $2, how much revenue will the factory generate in 5 days?","The factory produces 500 widgets per hour * 8 hours per day = <<500*8=4000>>4000 widgets per day.
In 5 days, the factory will produce 4000 widgets per day * 5 days = <<4000*5=20000>>20000 widgets.
If each widget sells for $2, the total revenue generated in 5 days will be 20000 widgets * $2 per widget = $<<20000*2=40000>>40000.
#### 40000"
A farmer needs to harvest his wheat field. His combine harvester can harvest 15 acres per hour. The field is 300 acres in size. The farmer starts harvesting at 6:00 AM and takes a 30-minute break every 3 hours. How many hours will it take the farmer to finish harvesting the entire field?,"The combine harvester harvests 15 acres per hour. To harvest 300 acres, it will take 300/15 = <<300/15=20>>20 hours of continuous harvesting.
However, the farmer takes a 30-minute break every 3 hours. 
In 20 hours, there will be 20/3 = <<20/3=6.66666667>>7 breaks (rounding up to account for the last break).
7 breaks of 30 minutes each is equal to 7*0.5 = <<7*0.5=3.5>>3.5 hours.
Therefore, the total time taken to harvest the field will be 20 + 3.5 = <<20+3.5=23.5>>24 hours (rounding up to the nearest whole number).
#### 24"
"A river flows at a rate of 4 miles per hour. A boat travels upstream for 3 hours, then turns around and travels downstream for 2 hours before stopping. How far, in miles, is the boat from its starting point?","In 3 hours, the boat will travel 3 * 4 = <<3*4=12>>12 miles upstream, against the current.
In 2 hours, the boat will travel 2 * 4 = <<2*4=8>>8 miles downstream, with the current.
Since the boat traveled upstream first, the distance traveled downstream will be subtracted from the distance traveled upstream.
So, the boat will be 12 - 8 = <<12-8=4>>4 miles upstream from its starting point.
#### 4"
"A ship traveling at a speed of 20 knots (nautical miles per hour) needs to make a round trip between two ports that are 150 nautical miles apart. The ship spends 2 hours at each port for loading and unloading cargo. If the ship departs from the first port at 8:00 AM, at what time will it return to the first port?","The ship needs to travel 150 nautical miles at a speed of 20 knots. This means it will take 150/20 = <<150/20=7.5>>7.5 hours, or 7 hours and 30 minutes, to reach the second port.
The ship spends 2 hours at the second port, so it departs at 8:00 AM + 7 hours 30 minutes + 2 hours = <<8+7.5+2=17.5>>5:30 PM.
The return trip also takes 7 hours and 30 minutes, so the ship will arrive back at the first port at 5:30 PM + 7 hours 30 minutes = <<17.5+7.5=25>>1:00 AM the next day.
After spending another 2 hours at the first port, the ship will be ready to depart again at 1:00 AM + 2 hours = <<25+2=27>>3:00 AM.
#### 3:00 AM"
"A factory needs to produce 500 widgets in 8 hours. The machines can create 15 widgets every 20 minutes. After 3 hours, the machines are sped up to make 18 widgets every 20 minutes. How many widgets will be produced in the 8-hour shift?","In 1 hour there are 60 minutes, so the machines will operate 3 times per hour, each time producing 15 widgets.
In the first 3 hours, the machines will produce 15 * 3 * 3 = <<15*3*3=135>>135 widgets.
For the remaining 5 hours, the machines produce 18 widgets every 20 minutes, which is 18 * 3 = <<18*3=54>>54 widgets per hour.
In the last 5 hours, the machines will produce 54 * 5 = <<54*5=270>>270 widgets.
In total, the factory will produce 135 + 270 = <<135+270=405>>405 widgets in the 8-hour shift.
#### 405"
"A factory produces 120 toys per hour. It takes 2 hours to package the toys and 3 hours to ship them to the store. If the factory works for 8 hours a day, how many toys will be ready to be sold in the store at the end of the day?","The factory produces 120 toys per hour for 8 hours, so it makes 120 * 8 = <<120*8=960>>960 toys per day.
It then takes 2 hours to package the toys, leaving 960 toys packaged with 8 - 2 = <<8-2=6>>6 hours left in the workday.
Finally, it takes 3 hours to ship the toys, so the factory can ship the toys for 6 - 3 = <<6-3=3>>3 hours.
In those 3 hours, the factory can ship 120 * 3 = <<120*3=360>>360 toys to the store.
So at the end of the day, 360 toys will be ready to be sold in the store.
#### 360"
"A train departs from the station and travels at a speed of 50 miles per hour for 3 hours. It then increases its speed to 60 miles per hour for the next 2 hours. Finally, it slows down to 40 miles per hour for the last hour of its journey. How many total miles did the train travel?","For the first 3 hours, the train traveled at 50 miles per hour, covering 50 * 3 = <<50*3=150>>150 miles.
For the next 2 hours, the train traveled at 60 miles per hour, covering 60 * 2 = <<60*2=120>>120 miles.
For the last hour, the train traveled at 40 miles per hour, covering 40 * 1 = <<40*1=40>>40 miles.
In total, the train traveled 150 + 120 + 40 = <<150+120+40=310>>310 miles.
#### 310"
"A painting crew can paint a house in 12 days. After 4 days of work, 3 more painters join the crew, and together they finish the house in 5 more days. How many days would it have taken the crew to paint the house if the 3 painters had been there from the start?","The original crew worked for 4 days, then the enlarged crew worked for 5 more days, for a total of 4 + 5 = <<4+5=9>>9 days.
If the 3 painters had been there from the start, the house would have taken less than 9 days to paint.
Let x be the number of days it would take the enlarged crew to paint the house.
(12 days)(original crew) = (x days)(original crew + 3 painters)
12 = x * (original crew + 3)/(original crew)
12 = x * (1 + 3/original crew)
x = 12/(1 + 3/original crew)
We can find the original crew size like this:
1 crew / 12 days = (1 crew + 3 painters) / 9 days
1/12 = 1/9 + 3/(9 * original crew)
1/12 - 1/9 = 3/(9 * original crew) 
(1/12 - 1/9) * 9 * original crew = 3
original crew = 3/((1/12 - 1/9) * 9) = <<3/((1/12-1/9)*9)=8>>8 painters
So, x = 12/(1 + 3/8) = 12/1.375 = <<12/1.375=8.73>>9 days (rounded up)
#### 9"
"A train travels at a constant speed of 80 miles per hour. It makes a round trip, traveling to a station 240 miles away and then returning. The train spends 30 minutes at the station before making the return trip. How many minutes does the entire journey take?","The train travels 240 miles to the station at a speed of 80 miles per hour. This takes 240 / 80 = <<240/80=3>>3 hours.
It spends 30 minutes, or 0.5 hours, at the station.
The return trip also takes 3 hours.
The total journey time is 3 + 0.5 + 3 = <<3+0.5+3=6.5>>6.5 hours.
6.5 hours is equal to 6.5 * 60 = <<6.5*60=390>>390 minutes.
#### 390"
A cyclist rides at a speed of 15 miles per hour for 2 hours. He then stops for a 30-minute break before continuing his journey at a slower pace of 10 miles per hour for another 3 hours. What is the total distance the cyclist covered?,"In the first leg of his journey, the cyclist rode at 15 miles per hour for 2 hours, covering a distance of 15 * 2 = <<15*2=30>>30 miles.
After his break, he rode at 10 miles per hour for 3 hours, covering an additional 10 * 3 = <<10*3=30>>30 miles.
The total distance the cyclist covered is 30 + 30 = <<30+30=60>>60 miles.
#### 60"
"A factory produces 120 cars per day. Each car requires 4 hours of inspection before being shipped. If the inspection team works 8 hours per day, 5 days per week, how many weeks will it take to inspect 3000 cars?","The factory produces 120 cars per day, which means the inspection team needs to inspect 120*4=<<120*4=480>>480 hours worth of cars each day.
The inspection team works 8 hours per day, so they can inspect 480/8=<<480/8=60>>60 cars per day.
They work 5 days per week, so they inspect 60*5=<<60*5=300>>300 cars per week.
To inspect 3000 cars, it will take them 3000/300=<<3000/300=10>>10 weeks.
#### 10"
"A factory can produce 120 widgets per hour. If the factory runs for 8 hours per day, and there are 22 working days in a month, how many minutes would it take for the factory to produce 10,000 widgets?","The factory produces 120 widgets per hour * 8 hours per day = <<120*8=960>>960 widgets per day.
In a month, the factory produces 960 widgets per day * 22 working days = <<960*22=21120>>21120 widgets.
To produce 10,000 widgets, it would take 10,000 widgets / 120 widgets per hour = <<10000/120=83.33333333333333>>83.33333333333333 hours.
Converting to minutes: 83.33333333333333 hours * 60 minutes per hour = <<83.33333333333333*60=5000>>5000 minutes.
#### 5000"
"A spaceship is traveling to a distant galaxy at a speed of 100,000 miles per hour. It needs to make 5 stops along the way, each stop taking 2 hours. If the total distance to the galaxy is 3,000,000 miles, how much total time will the spaceship spend traveling and stopping, in hours?","The spaceship will travel 3,000,000 miles / 100,000 miles per hour = <<3000000/100000=30>>30 hours if it didn't stop.
It will make 5 stops, each taking 2 hours, so the total stopping time is 5 * 2 = <<5*2=10>>10 hours.
The total time spent traveling and stopping is 30 hours + 10 hours = <<30+10=40>>40 hours.
#### 40"
"A construction crew is building a fence around a rectangular field. The length of the field is 1200 feet and the width is 800 feet. The crew has already built 600 feet of fencing along one of the lengths. If the construction crew can build 150 feet of fencing per hour, how many more hours will it take them to finish the fence?","The perimeter of the rectangular field is 2*1200 + 2*800 = <<2*1200+2*800=4000>>4000 feet.
The crew has already built 600 feet of fencing.
They still need to build 4000 - 600 = <<4000-600=3400>>3400 more feet of fencing.
At a rate of 150 feet per hour, it will take them 3400/150 = <<round(3400/150)=23>>23 more hours to finish the fence.
#### 23"
"A factory can produce 120 shirts per hour. After 3 hours, the factory has to shut down for 30 minutes for routine maintenance. It then resumes production at a 10% slower rate of 108 shirts per hour for another 5 hours. How many shirts in total did the factory produce?","In the first 3 hours, the factory produced 120 shirts per hour * 3 hours = <<120*3=360>>360 shirts.
After the 30 minute maintenance, the factory produced at a 10% slower rate of 120 * 0.9 = <<120*0.9=108>>108 shirts per hour.
At this slower rate, it produced 108 shirts per hour * 5 hours = <<108*5=540>>540 shirts. 
In total, the factory produced 360 + 540 = <<360+540=900>>900 shirts.
#### 900"
"A pizzeria takes 20 minutes to prepare a pizza for delivery. The delivery driver can drive at 30 miles per hour. If a customer lives 10 miles away from the pizzeria, how many minutes will it take for the customer to receive their pizza from the time they place the order?","It takes the pizzeria 20 minutes to prepare the pizza.
The driver travels at 30 miles per hour, so to travel 10 miles it will take 10/30 = <<10/30=0.3333333333333333>>0.33 hours.
0.33 hours is 0.33 * 60 = <<0.33*60=19.8>>20 minutes.
So the total time from order to delivery is 20 + 20 = <<20+20=40>>40 minutes.
#### 40"
"A plane flies at an average speed of 500 miles per hour. The pilot makes a round trip, flying to a city 750 miles away and then returning home. If the pilot spends 2 hours at the destination city before flying back, how many hours does the entire trip take?","The plane flies 750 miles to the city, which takes 750/500 = <<750/500=1.5>>1.5 hours (or 1 hour and 30 minutes).
The return trip also takes 1.5 hours.
The pilot spends 2 hours at the destination city.
So, the entire trip takes 1.5 + 1.5 + 2 = <<1.5+1.5+2=5>>5 hours.
#### 5"
"A delivery truck drove at an average speed of 40 miles per hour for 3 hours in the morning. In the afternoon, the truck encountered traffic and could only maintain an average speed of 30 miles per hour for 2 hours. How many more miles did the truck travel in the morning compared to the afternoon?","In the morning, the truck traveled at 40 miles per hour for 3 hours, covering 40 * 3 = <<40*3=120>>120 miles.
In the afternoon, the truck traveled at 30 miles per hour for 2 hours, covering 30 * 2 = <<30*2=60>>60 miles.
The truck traveled 120 - 60 = <<120-60=60>>60 more miles in the morning than in the afternoon.
#### 60"
"A train travels at a constant speed of 80 miles per hour. It makes a 15-minute stop after traveling for 2 hours, then continues for another 3 hours before stopping again for 30 minutes. If the train's final destination is 140 miles from the second stop, how many more minutes will it take to reach the destination?","In the first leg, the train travels for 2 hours at 80 miles per hour, covering 2 * 80 = <<2*80=160>>160 miles.
After the 15-minute stop, it travels for another 3 hours, covering an additional 3 * 80 = <<3*80=240>>240 miles.
So far, the train has traveled 160 + 240 = <<160+240=400>>400 miles in 2 + 3 = <<2+3=5>>5 hours, or 5 * 60 = <<5*60=300>>300 minutes, plus the 15-minute stop.
From the second stop, the train needs to travel 140 more miles to reach its destination.
At 80 miles per hour, it will take 140 / 80 = <<140/80=1.75>>1.75 hours, or 1.75 * 60 = <<1.75*60=105>>105 minutes.
Therefore, from the second stop, it will take 30 + 105 = <<30+105=135>>135 more minutes to reach the final destination.
#### 135"
"A leaky faucet drips 3 times every 2 minutes. If each drip is 0.25 milliliters, and the faucet drips continuously for 3 hours, how many milliliters of water will be wasted?","In one minute, the faucet drips 3/2 = <<3/2=1.5>>1.5 times.
In 60 minutes (1 hour), the faucet will drip 1.5 * 60 = <<1.5*60=90>>90 times.
Over 3 hours, the faucet will drip 90 * 3 = <<90*3=270>>270 times.
Each drip is 0.25 milliliters, so the total water wasted is 270 * 0.25 = <<270*0.25=67.5>>68 milliliters.
#### 68"
"A factory can produce 120 widgets per hour. It takes 20 minutes to set up the machines and 15 minutes to package the completed widgets. If the factory operates for 6 hours, how many widgets will it produce in total?","The factory can produce widgets for 6 hours, but 20 minutes are lost to setup and 15 minutes to packaging.
20 minutes + 15 minutes = <<20+15=35>>35 minutes lost
35 minutes = <<round(35/60, 2)=0.58>>0.58 hours
So the factory can produce widgets for 6 - 0.58 = <<round(6-0.58, 2)=5.42>>5.42 hours.
In 5.42 hours, it will produce 120 widgets/hour * 5.42 hours = <<round(120*5.42)=650>>650 widgets.
#### 650"
"A factory produces 120 widgets per hour using 3 machines. The factory wants to increase production to 200 widgets per hour. If each new machine can produce 40 widgets per hour, how many additional machines will the factory need to reach its goal?","The factory currently produces 120 widgets per hour with 3 machines.
To determine the number of additional machines needed, first calculate the increase in production required:
200 - 120 = <<200-120=80>>80 additional widgets per hour needed.
Each new machine can produce 40 widgets per hour.
To calculate the number of new machines required, divide the additional widgets needed by the output of each new machine:
80 / 40 = <<80/40=2>>2 new machines required.
#### 2"
"A factory produces 120 toys per hour. It takes 2 hours to set up the machinery and 3 hours to package the toys after production. If the factory operates for 8 hours a day, how many toys can it produce in a day?","The factory spends 2 hours setting up and 3 hours packaging, which leaves 8 - 2 - 3 = <<8-2-3=3>>3 hours for production.
In those 3 hours, the factory can produce 120 toys per hour * 3 hours = <<120*3=360>>360 toys.
#### 360"
"A roller coaster car travels at 60 miles per hour. It takes 30 seconds to load passengers, 2 minutes and 30 seconds to complete the track, and 45 seconds to unload passengers. If the roller coaster runs continuously for 3 hours, how many miles will it travel in total?","The roller coaster spends 30 + 150 + 45 = <<30+150+45=225>>225 seconds or 225/60 = <<225/60=3.75>>3.75 minutes per cycle.
In 3 hours or 180 minutes, it completes 180/3.75 = <<180/3.75=48>>48 cycles.
Each cycle, it travels at 60 miles per hour for 2.5 minutes or 1/24 hour.
So each cycle, it travels 60/24 = <<60/24=2.5>>2.5 miles.
In 48 cycles, the roller coaster travels 48 * 2.5 = <<48*2.5=120>>120 miles total.
#### 120"
"A factory worker's daily schedule consists of 4 hours assembling products, followed by a 30-minute lunch break, then 2 more hours of assembly work. After this, the worker spends 90 minutes on quality control checks before taking a 15-minute afternoon break. The final part of the day involves 45 minutes of cleaning and maintenance tasks. If the worker's shift starts at 8:00 AM, at what time will they complete all their tasks for the day?","The worker spends 4 hours + 2 hours = <<4+2=6>>6 hours on assembly.
They then spend 30 minutes + 90 minutes + 15 minutes = <<30+90+15=135>>135 minutes, or 135 ÷ 60 = <<135/60=2.25>>2.25 hours, on breaks and quality control.
Finally, they spend 45 minutes, or 45 ÷ 60 = <<45/60=0.75>>0.75 hours, on cleaning and maintenance.
In total, the worker's tasks take 6 + 2.25 + 0.75 = <<6+2.25+0.75=9>>9 hours.
Since their shift starts at 8:00 AM, they will complete all tasks at 8:00 AM + 9 hours = <<8+9=17>>5:00 PM.
#### 5:00 PM"
"A truck driver needs to transport 1200 boxes. He can fit 40 boxes in his truck per trip. Each round trip takes him 3 hours. He has already been driving for 6 hours today. Assuming he doesn't take any breaks, how many more hours will it take him to transport all the boxes?","The truck driver can transport 40 boxes per trip, which takes 3 hours.
To transport 1200 boxes, he will need to make 1200/40 = <<1200/40=30>>30 trips.
30 trips will take him 30*3 = <<30*3=90>>90 hours.
He has already driven for 6 hours, so he has 90 - 6 = <<90-6=84>>84 hours of driving left.
#### 84"
"Jennifer and Melissa are training for a marathon. Jennifer runs at a pace of 8 minutes per mile, while Melissa runs at a pace of 10 minutes per mile. If Jennifer runs for 45 minutes and Melissa runs for 1 hour, how many more miles will Jennifer have run compared to Melissa?","To find out how many miles Jennifer runs in 45 minutes at a pace of 8 minutes per mile, we calculate:
45 minutes ÷ 8 minutes per mile = <<45/8=5.625>>5.625 miles, rounded to <<round(5.625,0)=6>>6 miles.

To find out how many miles Melissa runs in 1 hour (60 minutes) at a pace of 10 minutes per mile, we calculate:
60 minutes ÷ 10 minutes per mile = <<60/10=6>>6 miles.

Jennifer will have run 6 - 6 = <<6-6=0>>0 miles more than Melissa.
#### 0"
"A printer can print 50 pages in 2 minutes. At this rate, how many minutes will it take to print a 400-page book? If a second printer is added that prints at the same speed, how many minutes will it take for both printers to print the 400-page book together?","The printer prints at a rate of 50 pages per 2 minutes, or 50/2 = <<50/2=25>>25 pages per minute.
To print a 400-page book, it will take 400/25 = <<400/25=16>>16 minutes for one printer.
If a second printer is added, the combined rate is 25 + 25 = <<25+25=50>>50 pages per minute.
With two printers, it will take 400/50 = <<400/50=8>>8 minutes to print the 400-page book.
#### 8"
"Mary is driving from City A to City B at a constant speed of 50 miles per hour. After driving for 2 hours, she stops for a 30-minute break. She then continues her journey at a slower speed of 40 miles per hour for another 3 hours before reaching City B. What is the total time, in hours, that Mary spends on her trip from City A to City B?","Mary drives for 2 hours at 50 miles per hour, covering 50*2=<<50*2=100>>100 miles.
She then takes a 30-minute break, which is equivalent to 30/60=<<30/60=0.5>>0.5 hours.
After the break, she drives for another 3 hours at 40 miles per hour, covering 40*3=<<40*3=120>>120 miles.
The total distance covered is 100+120=<<100+120=220>>220 miles.
The total time spent driving is 2+3=<<2+3=5>>5 hours.
Adding the break time, the total time Mary spends on her trip is 5+0.5=<<5+0.5=5.5>>5.5 hours.
#### 6"
"A pizza shop promises delivery within 40 minutes. Elena's pizza is put in the oven 3 minutes after she placed the order. It takes 14 minutes to bake the pizza and 2 minutes to box the pizza. If the delivery driver leaves the pizza shop 6 minutes later and drives at a speed of 25 miles per hour, how many miles away can Elena live from the pizza shop and still get her pizza on time?","After Elena places her order, there are 40 - 3 = <<40-3=37>>37 minutes left until the delivery deadline.
Baking and boxing the pizza takes 14 + 2 = <<14+2=16>>16 minutes, so there are 37 - 16 = <<37-16=21>>21 minutes left when the driver leaves.
The driver then waits another 6 minutes before leaving, so there are 21 - 6 = <<21-6=15>>15 minutes left to drive to Elena's house.
At a speed of 25 miles per hour, the driver can travel 25 miles / 60 minutes * 15 minutes = <<25/60*15=6.25>>6 miles.
So Elena must live within 6 miles of the pizza shop to get her pizza within 40 minutes.
#### 6"
"A rocket travels at a speed of 5,000 miles per hour for 2 hours. It then increases its speed to 7,500 miles per hour for another 3 hours. If a satellite travels at a constant speed of 6,000 miles per hour for 5 hours, how much farther did the rocket travel compared to the satellite, in miles?","For the first 2 hours, the rocket traveled 5,000 miles per hour * 2 hours = <<5000*2=10000>>10,000 miles.
For the next 3 hours, the rocket traveled 7,500 miles per hour * 3 hours = <<7500*3=22500>>22,500 miles.
In total, the rocket traveled 10,000 miles + 22,500 miles = <<10000+22500=32500>>32,500 miles.
The satellite traveled at 6,000 miles per hour * 5 hours = <<6000*5=30000>>30,000 miles.
Therefore, the rocket traveled 32,500 miles - 30,000 miles = <<32500-30000=2500>>2,500 miles farther than the satellite.
#### 2500"
"A hiker can walk at a speed of 3 miles per hour on flat terrain and 2 miles per hour when going uphill. If a trail consists of 4 miles of flat terrain followed by 3 miles uphill, and the hiker needs to reach the end of the trail in 3 hours, how many additional minutes will she need to complete the hike?","On flat terrain, the hiker will cover the 4 miles in 4/3 hours = <<4/3=1.33333333333>>1.33 hours (1 hour and 20 minutes).
Going uphill for 3 miles at 2 miles per hour, the hiker will take 3/2 hours = <<3/2=1.5>>1.5 hours.
In total, the hike will take 1.33 + 1.5 = <<1.33+1.5=2.83>>2.83 hours (2 hours and 50 minutes).
To complete the hike in 3 hours, she will need an additional 3 - 2.83 = <<3-2.83=0.17>>0.17 hours.
0.17 hours is equivalent to 0.17 * 60 = <<0.17*60=10.2>>10 additional minutes (rounded to the nearest minute).
#### 10"
"A printer can print 15 pages per minute. It takes 2 minutes to load the paper and 1 minute to start the print job. If Samantha needs to print 300 pages for her report, how many minutes in total will it take to load the paper, start the job, and print all the pages?","It takes 2 minutes to load the paper and 1 minute to start the print job, which is 2 + 1 = <<2+1=3>>3 minutes of preparation time.
The printer prints at a rate of 15 pages per minute, so to print 300 pages it will take 300 / 15 = <<300/15=20>>20 minutes of printing time.
In total, it will take 3 minutes of preparation time + 20 minutes of printing time = <<3+20=23>>23 minutes to load the paper, start the job, and print all 300 pages.
#### 23"
